Benchmark Time,Benchmark 814,Benchmark 1134,Benchmark 1232,Benchmark Repeat 1 Time,Benchmark Repeat 1 814,Benchmark Repeat 1 1134,Benchmark Repeat 1 1232,Benchmark Repeat 2 Time,Benchmark Repeat 2 814,Benchmark Repeat 2 1134,Benchmark Repeat 2 1232,Benchmark Repeat 3 Time,Benchmark Repeat 3 814,Benchmark Repeat 3 1134,Benchmark Repeat 3 1232,High Conc KN Time,High Conc KN 814,High Conc KN 1134,High Conc KN 1232,Low Conc KN Time,Low Conc KN 814,Low Conc KN 1134,Low Conc KN 1232,Mid Conc KN Time,Mid Conc KN  814,Mid Conc KN  1134,Mid Conc KN 1232,LiN Time,LiN 814,Li 1134,Li 1232,NaN Time,NaN 814,NaN 1134,NaN 1232,Toluene Time,Toluene 814,Toluene 1107,Toluene 896,DME Time,DME 814,DME 1250,DME 886,FPh Time,FPh 820,FPh 1103,FPh 1084,DME Stoichiometric Time,DME Stoichiometric 818,DME Stoichiometric 1109,DME Stoichiometric 895,TMEDA Time,TMEDA 817,TMEDA 1241,TMEDA 878,PMDETA Time,PMDETA 817,PMDETA 1124,PMDETA 895,CPME Time,CPME 814,CPME 1207,CPME 1073,18C6 Time,18C6 816,18C6 1232,18C6 887,5% KCL Time,5%KCl 814,20% KCL Time,20%KCl 814,5% LiCl Time,5% LiCl 814,20% LiCl Time,20% LiCl 814,5% LiNTf2 Time,5% LiNTf2 814,20% LiNTf2 Time,20% LiNTf2 814,FeN Time,Fe All,Fe Linear,CoN Time,CoN All,Co Linear,MnN Time,MnN All,Mn Linear
0.034143519,43.28181,16.6384,12.21786,0.034143519,41.63177,15.93958,11.71491,0.031736111,43.68761,16.90765,12.27086,0.032835648,40.2439,15.4215,10.91142,0.035891204,59.23018,25.8289,14.80318,0.034560185,17.67774,8.49874,5.3698,0.039699074,42.93397,16.43976,12.01668,0.038773148,29.81305,12.85799,7.52999,0.073680556,41.79623,21.56523,0.10539,0.043090278,22.3877,11.3158,5.34499,0.040405093,24.2919,4.32223,4.55536,0.058553241,24.449,1.856,8.374,0.030613426,21.50299,12.34808,5.49393,0.036006944,26.18515,4.29887,4.03339,0.032233796,13.40018,3.94696,-0.01816,0.045949074,24.72068,11.74612,4.24918,,,,,0.03849537,38.98851,0.030509259,32.51774,0.036747685,39.23157,0.030509259,33.10245,0.048391204,28.3341,0.040914352,26.45734,0.006666667,2.42819,,0.008888889,1.48521,,0.006099537,3.14068,
0.035532407,43.19159,16.58544,12.16935,0.035532407,41.52864,15.87807,11.65614,0.033125,43.5534,16.83535,12.20583,0.034224537,40.24447,15.40235,10.89296,0.037268519,59.16071,25.79813,14.76681,0.037337963,17.64673,8.43412,5.33087,0.041087963,42.87788,16.39593,11.97236,0.040162037,29.76352,12.84162,7.51052,0.076458333,41.68758,21.50239,0.10498,0.044363426,22.24959,11.26854,5.27388,0.042939815,24.25002,4.27068,4.4733,0.061331019,24.01,1.562,8.121,0.031886574,21.41117,12.30887,5.42183,0.037280093,26.10535,4.27818,4.02312,0.03349537,12.95753,3.72609,-0.020636,0.047222222,24.4723,11.56946,4.1928,,,,,0.039768519,38.9313,0.033055556,32.39457,0.039525463,39.16164,0.033055556,32.98134,0.0509375,28.17184,0.042175926,26.36513,0.006898148,2.20328,,0.00912037,1.28186,,0.006331019,3.06993,
0.036921296,43.09195,16.5347,12.11296,0.036921296,41.36022,15.79472,11.58392,0.034525463,43.40209,16.76956,12.14589,0.035613426,40.21142,15.37309,10.86264,0.038657407,59.11111,25.74446,14.73108,0.038726852,17.47065,8.34869,5.26134,0.043865741,42.65247,16.26661,11.84482,0.041550926,29.70743,12.81617,7.49541,0.080625,41.52431,21.40803,0.10433,0.046909722,21.97158,11.17436,5.12538,0.044212963,24.13965,4.2284,4.42593,0.062719907,23.784,1.418,7.995,0.03443287,21.19159,12.23027,5.25134,0.038553241,26.01204,4.25031,4.00047,0.034768519,12.5129,3.51584,-0.022974,0.049768519,23.99214,11.20186,4.09147,,,,,0.041041667,38.8386,0.034328704,32.30731,0.040914352,39.13279,0.034328704,32.89819,0.053483796,28.03333,0.044722222,26.17209,0.007141204,2.00513,,0.009351852,1.12222,,0.0065625,3.00204,
0.038310185,43.02127,16.48917,12.07106,0.038310185,41.21903,15.7194,11.51626,0.035902778,43.3012,16.70922,12.08884,0.037002315,40.12502,15.32425,10.81254,0.04005787,59.02787,25.68962,14.68234,0.040115741,17.37523,8.29005,5.21751,0.04525463,42.52132,16.20434,11.77648,0.042939815,29.65629,12.796,7.47548,0.083402778,41.40722,21.34654,0.10389,0.048171296,21.83388,11.12778,5.05061,0.045486111,23.98188,4.16731,4.3726,0.065497685,23.383,1.14,7.744,0.035706019,21.05949,12.19033,5.15308,0.039826389,25.90337,4.2244,3.9774,,,,,0.052314815,23.46463,10.83028,3.97745,,,,,0.043587963,38.74821,0.035590278,32.24716,0.042303241,39.09959,0.035590278,32.839,0.056018519,27.8943,0.04599537,26.08901,0.007372685,1.84578,,0.009583333,0.99362,,0.006793981,2.93773,
0.039699074,42.93397,16.43976,12.01668,0.039699074,41.07894,15.64657,11.45158,0.037291667,43.19456,16.6522,12.03076,0.038391204,40.01161,15.26241,10.75655,0.042835648,58.88828,25.58538,14.59507,0.04150463,17.35472,8.25727,5.19778,0.046643519,42.39749,16.13658,11.70879,0.044328704,29.60903,12.77321,7.45692,0.087569444,41.25397,21.25859,0.10326,0.050717593,21.57187,11.03414,4.90254,0.048032407,23.66943,4.046,4.2687,0.068275463,22.934,0.829,7.491,0.036979167,20.93222,12.14498,5.05567,0.042372685,25.7174,4.17855,3.94088,,,,,0.053587963,23.22744,10.63526,3.92566,,,,,0.044861111,38.68456,0.036863426,32.17338,0.04369213,39.08719,0.036863426,32.76853,0.057291667,27.80722,0.047256944,25.99485,0.007604167,1.72144,,0.009826389,0.89292,,0.007025463,2.87455,
0.041087963,42.87788,16.39593,11.97236,0.041087963,40.95625,15.58052,11.39119,0.038680556,43.09828,16.59447,11.97369,0.039780093,39.8526,15.19153,10.68329,0.044224537,58.76039,25.52247,14.54219,0.042893519,17.18148,8.17151,5.13225,0.048032407,42.32195,16.0789,11.65286,0.045717593,29.55892,12.74721,7.43637,0.090347222,41.14171,21.1986,0.10284,0.051990741,21.44806,10.9822,4.82858,0.049293981,23.85727,4.05855,4.20872,0.071053241,22.491,0.528,7.237,0.038252315,20.80329,12.09349,4.94627,0.043634259,25.64952,4.16149,3.92927,,,,,0.056122685,22.69692,10.25947,3.79773,,,,,0.046134259,38.60749,0.038136574,32.09449,0.045081019,39.07731,0.038136574,32.68794,0.059837963,27.6996,0.049803241,25.77306,0.007835648,1.62379,,0.01005787,0.82481,,0.007268519,2.81356,
0.042476852,42.79685,16.33881,11.91703,0.042476852,40.84923,15.51987,11.33585,0.040069444,42.99671,16.53881,11.92168,0.041168981,39.7168,15.1312,10.62075,0.045601852,58.67252,25.45884,14.48619,0.044282407,17.136,8.12849,5.10484,0.049421296,42.21913,16.02229,11.59052,0.047106481,29.49783,12.72466,7.41649,0.094513889,40.99047,21.11098,0.10224,0.054525463,21.21007,10.89042,4.6785,0.051840278,23.57145,3.93042,4.11195,0.073831019,22.079,0.243,6.987,0.039513889,20.68109,12.05401,4.85587,0.044907407,25.58409,4.14524,3.91933,,,,,0.058668981,22.19062,9.88414,3.69724,,,,,0.048680556,38.48299,0.039409722,32.0362,0.046469907,39.02871,0.039409722,32.63291,0.062384259,27.57622,0.051076389,25.66318,0.008078704,1.55321,,0.010289352,0.77829,,0.0075,2.7586,
0.043865741,42.65247,16.26661,11.84482,0.043865741,40.74034,15.45361,11.27737,0.041469907,42.89458,16.47777,11.86238,0.04255787,39.59501,15.07357,10.55575,0.046990741,58.58858,25.40398,14.4384,0.045671296,17.00124,8.05743,5.05171,0.052199074,42.03549,15.90613,11.46968,0.04849537,29.44099,12.70338,7.3966,0.097291667,40.88165,21.04488,0.10178,0.055798611,21.09082,10.84738,4.60605,0.053125,23.27089,3.82876,4.05815,0.075219907,21.876,0.102,6.86,0.040787037,20.56009,12.00716,4.75275,0.046180556,25.5056,4.12318,3.90516,,,,,0.059930556,21.94069,9.69965,3.6351,,,,,0.04994213,38.40877,0.040671296,31.9699,0.047858796,38.98896,0.040671296,32.56717,0.064930556,27.41463,0.053622685,25.43337,0.008310185,1.50158,,0.010520833,0.73319,,0.007731481,2.6987,
0.04525463,42.52132,16.20434,11.77648,0.04525463,40.63838,15.39133,11.22002,0.042847222,42.75033,16.40013,11.79043,0.043946759,39.50543,15.02731,10.50374,0.04837963,58.47593,25.33386,14.37833,0.047060185,16.86644,7.98536,4.99947,0.053587963,41.88012,15.82711,11.38871,,,,,0.101458333,40.74676,20.96065,0.10122,0.058344907,20.87342,10.76172,4.46534,0.055671296,23.06784,3.71369,3.93391,0.078009259,21.43,-0.219,6.609,0.042060185,20.43405,11.96129,4.6588,0.047453704,25.40816,4.10037,3.88514,,,,,0.062476852,21.42265,9.3309,3.52206,,,,,0.051215278,38.31876,0.041944444,31.90705,0.049247685,38.97346,0.041944444,32.50591,0.066203704,27.35174,0.054884259,25.32113,0.008541667,1.46838,,0.010752315,0.68293,,0.007962963,2.64367,
0.046643519,42.39749,16.13658,11.70879,0.046643519,40.49047,15.31419,11.14975,0.044236111,42.59511,16.3249,11.71889,0.045335648,39.45643,14.98713,10.46214,0.049780093,58.36778,25.26561,14.32171,0.049837963,16.58415,7.83787,4.89169,0.054976852,41.72672,15.75058,11.30753,,,,,0.104236111,40.63307,20.89981,0.10076,0.059618056,20.76279,10.71471,4.38756,0.056944444,23.00821,3.665,3.8859,0.080775463,21.012,-0.515,6.363,0.043333333,20.30875,11.91586,4.55267,0.049988426,25.19573,4.04847,3.83833,,,,,0.06375,21.18798,9.15382,3.47452,,,,,0.053773148,38.18833,0.043217593,31.8335,0.050636574,38.90966,0.043217593,32.43503,0.06875,27.24754,0.057430556,25.08215,0.008773148,1.44459,,0.01099537,0.64098,,0.008206019,2.59848,
0.048032407,42.32195,16.0789,11.65286,0.048032407,40.34386,15.23493,11.07658,0.045625,42.44863,16.25815,11.65257,0.046724537,39.3755,14.94019,10.41489,0.051168981,58.25848,25.1909,14.25629,0.051226852,16.44806,7.76207,4.83604,0.056365741,41.58227,15.67752,11.22993,,,,,0.108402778,40.43954,20.81225,0.10008,0.062152778,20.54761,10.62515,4.23949,0.058229167,23.06271,3.63769,3.82526,0.083553241,20.603,-0.809,6.118,0.044594907,20.19083,11.86916,4.46157,0.051261574,25.09652,4.02632,3.81695,,,,,0.066296296,20.65965,8.78973,3.3465,,,,,0.055034722,38.12264,0.044502315,31.76381,0.052025463,38.87164,0.044502315,32.36434,0.071296296,27.09796,0.058703704,24.96265,0.00900463,1.43342,,0.011226852,0.60842,,0.008425926,2.54682,
0.049421296,42.21913,16.02229,11.59052,0.049421296,40.18856,15.16109,11.00496,0.047013889,42.31748,16.19262,11.58234,0.048113426,39.2486,14.87102,10.34897,0.053946759,57.98653,25.02389,14.11457,0.052615741,16.3226,7.69319,4.78541,0.059143519,41.33986,15.53975,11.07514,,,,,0.111180556,40.35341,20.7636,0.09971,0.0634375,20.43425,10.57877,4.16371,0.060787037,22.77085,3.488,3.70232,0.086331019,20.201,-1.101,5.88,0.045868056,20.06462,11.82131,4.35629,0.052534722,24.98795,3.99865,3.79519,,,,,0.068831019,20.1846,8.45446,3.24374,,,,,0.057581019,37.93873,0.045775463,31.70278,0.054803241,38.82395,0.045775463,32.30655,0.072569444,27.03814,0.059976852,24.82496,0.009236111,1.43369,,0.011458333,0.57962,,0.008668981,2.49599,
0.050810185,42.14535,15.96929,11.53201,0.050810185,40.05921,15.09034,10.93638,0.048414352,42.23808,16.13299,11.52465,0.049502315,39.09873,14.80218,10.26825,0.055324074,57.86219,24.94122,14.04502,0.05400463,16.14486,7.60276,4.72042,0.060532407,41.20628,15.47095,11.00071,,,,,0.115347222,40.14557,20.6821,0.098989,0.065983796,20.23547,10.48508,4.01213,0.062060185,22.69635,3.42626,3.64206,0.087719907,19.994,-1.259,5.758,0.048414352,19.83162,11.72573,4.1569,0.053796296,24.91777,3.98569,3.7829,,,,,0.070104167,19.925,8.26651,3.18473,,,,,0.058854167,37.84677,0.048321759,31.54001,0.05619213,38.80615,0.048321759,32.14693,0.075115741,26.88773,0.062511574,24.55839,0.009479167,1.42966,,0.011689815,0.55642,,0.008900463,2.44963,
0.052199074,42.03549,15.90613,11.46968,0.052199074,39.95702,15.02667,10.87439,0.049791667,42.12972,16.07721,11.47409,0.050891204,38.90322,14.72055,10.19028,0.056712963,57.73338,24.86892,13.98373,0.055393519,16.05086,7.53921,4.67674,0.061921296,41.04816,15.39118,10.9162,,,,,0.118125,40.06132,20.62872,0.098618,0.067268519,20.13313,10.43783,3.932,0.064618056,22.38812,3.27301,3.50216,0.090497685,19.587,-1.553,5.521,0.0496875,19.72496,11.682,4.05869,0.055069444,24.84432,3.96646,3.76809,,,,,0.072650463,19.45923,7.93163,3.09274,,,,,0.060127315,37.77613,0.049583333,31.46002,0.057581019,38.75454,0.049583333,32.07519,0.077662037,26.74236,0.063784722,24.41924,0.009710648,1.43962,,0.01193287,0.5348,,0.009363426,2.35601,
0.053587963,41.88012,15.82711,11.38871,0.053587963,39.85241,14.97086,10.81549,0.051180556,42.01501,16.01407,11.39923,0.052280093,38.7446,14.64425,10.11198,0.058113426,57.61862,24.78764,13.9118,0.056782407,15.92649,7.46587,4.62617,0.063310185,40.89407,15.3106,10.8317,,,,,0.122291667,39.90758,20.5609,0.098006,0.069826389,19.94103,10.35271,3.7867,0.065891204,22.35577,3.21883,3.43987,0.093275463,19.213,-1.835,5.294,0.050949074,19.62088,11.63648,3.95325,0.057615741,24.67285,3.92431,3.7303,,,,,0.075185185,18.99208,7.58397,2.97746,,,,,0.062673611,37.58592,0.050868056,31.37146,0.058969907,38.69863,0.050868056,31.98343,0.080208333,26.59098,0.066331019,24.13622,0.00994213,1.4523,,0.012164352,0.51212,,0.010300926,2.18612,
0.054976852,41.72672,15.75058,11.30753,0.054976852,39.73971,14.90429,10.75295,0.052569444,41.84149,15.92694,11.32068,0.053668981,38.59784,14.585,10.03809,0.059502315,57.4607,24.7037,13.84126,0.058171296,15.79886,7.38513,4.57178,0.064699074,40.75972,15.2397,10.75225,,,,,0.125069444,39.82301,20.51492,0.097659,0.071099537,19.84674,10.31052,3.70769,0.0684375,22.02597,3.04228,3.30009,0.096053241,18.841,-2.115,5.072,0.052222222,19.52702,11.59015,3.85705,0.058888889,24.56131,3.89648,3.70092,,,,,0.076469907,18.76406,7.41574,2.92336,,,,,0.063946759,37.48986,0.05212963,31.27791,0.060358796,38.68135,0.05212963,31.89357,0.081469907,26.52359,0.067592593,24.00245,0.010173611,1.46404,,0.012395833,0.49941,,0.011006944,2.06568,
0.056365741,41.58227,15.67752,11.22993,0.056365741,39.56733,14.82049,10.67557,0.054699074,41.59914,15.80973,11.20222,0.055069444,38.47877,14.52137,9.96826,0.060891204,57.32088,24.62076,13.7639,0.060949074,15.53881,7.19353,4.43359,0.067476852,40.47871,15.09576,10.5862,,,,,0.129236111,39.68028,20.44141,0.097052,0.073645833,19.66202,10.22234,3.55389,0.069710648,21.93973,2.97247,3.23207,0.098831019,18.484,-2.386,4.859,0.05349537,19.4256,11.54503,3.74773,0.060162037,24.46079,3.87268,3.678,,,,,0.07900463,18.32823,7.0914,2.84111,,,,,0.065219907,37.41948,0.053402778,31.2025,0.061747685,38.60621,0.053402778,31.81916,0.084016204,26.36933,0.070138889,23.70132,0.010416667,1.47286,,0.012627315,0.49431,,0.011944444,1.88961,
0.05775463,41.45194,15.60836,11.15295,0.05775463,39.39308,14.73218,10.59264,0.056087963,41.38474,15.71343,11.11038,0.056446759,38.41765,14.47628,9.91768,0.062280093,57.17636,24.53043,13.68613,0.062337963,15.42742,7.08964,4.36151,0.068865741,40.34707,15.0239,10.50759,,,,,0.132013889,39.58786,20.39406,0.096667,0.074918981,19.57828,10.18013,3.47897,0.07099537,21.90517,2.90909,3.16662,0.100219907,18.314,-2.52,4.755,,,,,0.061435185,24.36109,3.85156,3.65386,,,,,0.080277778,18.09523,6.92836,2.78749,,,,,0.06775463,37.29558,,,0.063136574,38.54673,,,0.0865625,26.22494,0.071412037,23.45595,0.011111111,1.52697,,0.012858796,0.4822,,0.01287037,1.71169,
0.059143519,41.33986,15.53975,11.07514,0.059143519,39.20683,14.64646,10.50792,0.057476852,41.2383,15.64473,11.03329,0.059224537,38.24455,14.37435,9.80599,0.065046296,56.88773,24.3552,13.53346,0.063726852,15.31607,6.98784,4.2894,0.07025463,40.22153,14.95651,10.43073,,,,,0.136180556,39.47468,20.32436,0.096126,0.077453704,19.40569,10.09275,3.32258,0.073553241,21.62727,2.73328,3.01686,0.102997685,17.965,-2.787,4.545,,,,,0.062696759,24.29085,3.83392,3.64034,,,,,0.082824074,17.66307,6.60867,2.68987,,,,,0.069027778,37.18771,,,0.064525463,38.57404,,,,,0.072685185,23.2139,0.011585648,1.57191,,0.013090278,0.47684,,0.013576389,1.58754,
,,,,,,,,,,,,,,,,0.066435185,56.76128,24.28276,13.46292,0.065115741,15.20018,6.88787,4.21684,0.071643519,40.09216,14.88828,10.35116,,,,,0.138958333,39.33264,20.27299,0.095702,0.078726852,19.31458,10.04969,3.24301,0.074826389,21.5411,2.65418,2.94134,0.105775463,17.609,-3.059,4.337,,,,,0.065243056,24.14542,3.80104,3.5986,,,,,0.085358796,17.24701,6.28701,2.59543,,,,,0.070300926,37.08706,,,0.067303241,38.44364,,,,,0.075219907,22.8941,0.012280093,1.6761,,0.015196759,0.42161,,0.014513889,1.43586,
,,,,,,,,,,,,,,,,0.067835648,56.65638,24.22042,13.40789,0.06650463,15.09041,6.78751,4.1428,0.074421296,39.83271,14.74933,10.19148,,,,,0.143125,39.18308,20.19434,0.095076,0.081273148,19.16211,9.95969,3.08389,0.077361111,21.34235,2.48719,2.79293,0.108553241,17.268,-3.321,4.128,,,,,0.066516204,24.05168,3.77561,3.57521,,,,,0.086631944,17.04535,6.13241,2.54763,,,,,0.072847222,36.91305,,,0.070092593,38.39354,,,,,0.076493056,22.73152,0.012986111,1.83778,,0.015439815,0.41476,,0.015219907,1.3394,
,,,,,,,,,,,,,,,,0.069224537,56.5784,24.16615,13.35735,0.067893519,14.95135,6.69592,4.08124,0.075810185,39.68221,14.66717,10.10048,,,,,0.145902778,39.10389,20.15017,0.094684,0.082546296,19.08498,9.92133,3.00387,0.078645833,21.1733,2.38519,2.71566,0.112719907,16.74,-3.737,3.818,,,,,0.067789352,23.95038,3.75411,3.54742,,,,,0.099918981,14.85782,5.58856,2.23224,,,,,0.07412037,36.85381,,,0.071469907,38.35395,,,,,0.079039352,22.42063,0.013449074,1.94623,,0.015671296,0.40663,,0.016157407,1.26725,
,,,,,,,,,,,,,,,,0.070613426,56.49492,24.11209,13.31171,0.069282407,14.79964,6.60312,4.01196,0.077199074,39.46566,14.57046,9.99931,,,,,0.150069444,38.98747,20.08433,0.094152,0.085081019,18.91597,9.8261,2.8432,0.08119213,21.10048,2.23943,2.56261,0.115497685,16.396,-4.004,3.617,,,,,0.0690625,23.85852,3.72928,3.5187,,,,,0.10130787,14.7675,5.54829,2.12555,,,,,0.075405093,36.75087,,,0.072858796,38.25516,,,,,0.0803125,22.26645,0.014155093,2.08886,,0.015902778,0.40348,,0.017094907,1.24398,
,,,,,,,,,,,,,,,,0.072002315,56.39998,24.04908,13.24906,0.070671296,14.67512,6.51494,3.95216,0.078587963,39.31176,14.49255,9.90681,,,,,0.152847222,38.87644,20.03349,0.093681,0.086354167,18.84131,9.77826,2.75863,0.082465278,20.83746,2.11036,2.48924,0.118287037,16.067,-4.27,3.419,,,,,0.070324074,23.77088,3.71031,3.48989,,,,,,,,,,,,,0.077951389,36.53566,,,,,,,,,0.082847222,21.92569,0.014849537,2.23862,,0.016134259,0.39524,,0.017789352,1.24679,
,,,,,,,,,,,,,,,,0.074768519,56.15006,23.9057,13.12519,0.073449074,14.41333,6.30555,3.79929,0.081365741,38.98602,14.33223,9.72985,,,,,0.157013889,38.70793,19.95708,0.093044,0.094259259,7.32353,2.93964,-6.4993,0.083738426,20.9219,2.06247,2.41225,0.121759259,17.534,-3.742,6.067,,,,,0.07287037,23.64134,3.67903,3.43972,,,,,,,,,,,,,0.079224537,36.4343,,,,,,,,,0.08412037,21.75554,0.015555556,2.37203,,0.016365741,0.39341,,0.018726852,1.26393,
,,,,,,,,,,,,,,,,0.076157407,56.01668,23.83406,13.05405,0.074837963,14.28781,6.19964,3.72135,0.08275463,38.84395,14.25957,9.64564,,,,,0.159791667,38.60025,19.90506,0.092639,0.095648148,7.57166,3.14135,-6.28842,0.086284722,20.59505,1.85246,2.25043,,,,,,,,,0.074143519,23.596,3.6672,3.41817,,,,,,,,,,,,,0.080486111,36.3698,,,,,,,,,0.085393519,21.59756,0.016030093,2.46706,,0.016597222,0.39298,,0.01943287,1.28391,
,,,,,,,,,,,,,,,,0.07755787,55.89888,23.76612,12.99709,0.076226852,14.16634,6.08467,3.64176,0.084143519,38.72013,14.18917,9.56183,,,,,0.163958333,38.46501,19.831,0.091994,,,,,0.088263889,10.75509,-1.16226,0.16539,,,,,,,,,0.075416667,23.55236,3.65717,3.39319,,,,,,,,,,,,,0.083032407,36.15901,,,,,,,,,0.088113426,21.23841,0.016724537,2.61127,,0.016840278,0.38531,,0.02037037,1.3167,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166736111,38.36288,19.78274,0.091591,,,,,,,,,,,,,,,,,0.076805556,12.789,2.93,0.22384,,,,,,,,,,,,,0.084305556,36.03309,,,,,,,,,0.089502315,21.04177,0.017430556,2.74811,,0.017071759,0.38396,,0.02130787,1.35334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169513889,38.28579,19.73849,0.091216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018136574,2.86966,,,,,0.022002315,1.38578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018599537,2.95929,,,,,0.022939815,1.4227,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019293981,3.08718,,,,,0.023645833,1.45868,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,3.21004,,,,,0.024583333,1.5001,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020706019,3.32635,,,,,0.025520833,1.55124,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021168981,3.40848,,,,,0.026215278,1.5844,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021875,3.52295,,,,,0.027164352,1.63879,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022581019,3.63303,,,,,0.02787037,1.68208,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023043981,3.70412,,,,,0.02880787,1.73788,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023738426,3.80872,,,,,0.02974537,1.79256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024444444,3.90132,,,,,0.030439815,1.82824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025150463,3.99681,,,,,0.031377315,1.88181,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025625,4.04762,,,,,0.032083333,1.92514,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026319444,4.1151,,,,,0.033032407,1.97018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027025463,4.17529,,,,,0.033969907,2.01545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027731481,4.21548,,,,,0.034675926,2.04864,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028194444,4.24898,,,,,0.035601852,2.09314,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028900463,4.2884,,,,,0.03630787,2.12449,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029606481,4.33158,,,,,0.03724537,2.15892,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303125,4.36156,,,,,0.03818287,2.19829,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030775463,4.38725,,,,,0.038888889,2.2217,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031481481,4.41643,,,,,0.039826389,2.25549,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040520833,2.27451,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041458333,2.30567,
